First Loan Local Disbursement Month,Months Since First Loan Disbursed,Count First Loans,Count Borrowers,Count Loans,Total Amount,Total Interest Assessed,Total Rollover Charged,Total Rollover Reversed,Default Rate Amount 7D,Default Rate Amount 30D,Default Rate Amount 51D,Default Rate Amount 365D
2016-12,48,0,1066,1229,22809000,3025350,315659,17190,0.154773913,0.082877715,0.062986059,0.04571199
2016-12,63,0,163,164,3120000,489570,0,0,,,,
2016-12,39,0,687,729,10938000,1425800,442406,142155,0.451312807,0.376816678,0.342463802,0.194078558
2016-12,19,0,4902,5473,73225000,10207290,1096981,0,0.165450667,0.072244027,0.05506511,0.037951213
2016-12,56,0,908,1002,20187000,2734130,232919,0,0.127009613,0.071738122,0.064371074,
2016-12,10,0,7370,8332,80583000,11684250,1155605,0,0.158425983,0.094355174,0.072155661,0.04991816
2016-12,49,0,1033,1174,21720000,2876870,305164,3394,0.158729873,0.078585388,0.063525494,0.044602875
2016-12,26,0,3867,4275,67718000,8348250,930077,0,0.155157604,0.082972828,0.064705061,0.043280636
2016-12,24,0,4320,4913,76335000,9589210,1063699,0,0.157461478,0.077579434,0.059676341,0.037351756
2016-12,34,0,2532,2880,56452000,7470100,938442,14148,0.185860884,0.108420956,0.090177677,0.062164035
2016-12,17,0,5328,5925,74478000,10372100,1126330,0,0.16658935,0.089507299,0.061629007,0.040459798
2016-12,22,0,4704,5382,74796000,9569640,992666,0,0.148763537,0.069149018,0.054240603,0.037602998
2016-12,32,0,2589,2950,57201000,6740820,819335,6942,0.163109026,0.089511977,0.071247,0.050564061
2016-12,31,0,3068,3525,65495000,7695490,1087269,4904,0.189573003,0.097472138,0.079450916,0.054456638
2016-12,13,0,6171,6904,75352000,10876440,1008898,0,0.147962238,0.076327406,0.051365539,0.032428645
2016-12,8,0,8550,9760,87489000,12679830,1268165,0,0.159667533,0.099856113,0.078874537,0.054042364
2016-12,46,0,1036,1184,20913000,2739940,276660,35313,0.145436297,0.089539566,0.077069947,0.053297754
2016-12,9,0,7889,8773,82265000,11929630,1218333,0,0.163504862,0.100998341,0.077324923,0.05334925
2016-12,44,0,1080,1279,16022000,2245250,259968,48910,0.178811111,0.120209591,0.099779853,0.070048876
2016-12,29,0,3512,3977,69505000,8270060,1143287,500,0.185519741,0.096285012,0.079942272,0.052951844
2016-12,25,0,4224,4827,75360000,9381160,1014401,0,0.15227124,0.073311444,0.058894746,0.039679596
2016-12,47,0,1085,1234,22054000,2890690,279633,45795,0.140610964,0.085222545,0.070271063,0.049512336
2016-12,57,0,879,970,20041000,2736560,256166,0,0.142524231,0.085012212,0.074330225,
2016-12,35,0,2259,2553,51369000,6800060,772956,19852,0.168528011,0.096399366,0.074641407,0.059038663
2016-12,7,0,9021,10311,86497000,12505070,1279459,0,0.162856821,0.101818812,0.076238306,0.05296729
2016-12,28,0,3597,4074,69417000,8330460,1028829,5427,0.166250825,0.091590302,0.071538391,0.047308041
2016-12,14,0,5810,6325,70626000,9913330,954791,0,0.150453201,0.078271166,0.05678682,0.036432972
2016-12,54,0,948,1047,20909000,2812490,227157,0,0.119140297,0.064260165,0.052546685,
2016-12,51,0,977,1102,20404000,2730360,277113,0,0.151745123,0.089748176,0.075241699,
2016-12,37,0,2079,2386,48522000,6468340,742530,92151,0.172686732,0.109843882,0.102923004,0.074295107
2016-12,45,0,1112,1286,20763000,2763270,300550,41428,0.159777987,0.101359793,0.086607736,0.057772537
2016-12,60,0,904,1004,19107000,2969680,246772,0,0.141399386,0.092384524,0.084629586,
2016-12,3,0,14056,16838,88194000,12624500,1517471,640,0.190506137,0.140078468,0.121308909,0.092981656
2016-12,18,0,4990,5484,71293000,9943560,1082203,1380,0.168464482,0.078915063,0.060244657,0.038147489
2016-12,42,0,394,452,3300000,407700,45792,17299,0.155049817,0.093469495,0.055094829,0.044885669
2016-12,40,0,303,368,1935000,194660,24102,13298,0.163078617,0.092005059,0.082492402,0.047924051
2016-12,38,0,1823,2008,41028000,5451720,1252690,274611,0.338611148,0.299647472,0.273246668,0.177930135
2016-12,62,0,733,782,14903000,2327110,19839,0,0.138225113,,,
2016-12,43,0,426,476,3751000,475790,38296,7535,0.111406878,0.078181307,0.051547847,0.037685993
2016-12,5,0,11206,13032,87010000,12522500,1296513,0,0.165950523,0.114816198,0.096167841,0.068071081
2016-12,61,0,836,928,17873000,2765040,155430,0,0.12715785,0.040203743,0.092684495,
2016-12,50,0,968,1075,20018000,2676120,300767,0,0.167689913,0.09980036,0.07871589,0.041650328
2016-12,23,0,4440,5080,75611000,9484990,974701,0,0.144808077,0.0706679,0.055625323,0.037925672
2016-12,6,0,9991,11308,85949000,12389150,1382448,460,0.178097606,0.118489506,0.093669622,0.065046132
2016-12,55,0,927,1042,21051000,2849660,232642,0,0.120485366,0.060844637,0.050771834,
2016-12,2,0,15943,19217,84911000,12112890,1302461,0,0.170224456,0.131842836,0.115384132,0.091469862
2016-12,1,0,19047,26257,92986000,13213060,1132619,977,0.135900062,0.108580441,0.095933624,0.07506357
2016-12,4,0,12229,14052,84234000,12069900,1344308,0,0.176849749,0.121218989,0.100664246,0.075114044
2016-12,20,0,4860,5440,73618000,10150140,973374,0,0.146670024,0.069894385,0.05508102,0.035883379
2016-12,11,0,6885,7752,77293000,11219910,1179309,0,0.168222556,0.099427555,0.072444768,0.04818447
2016-12,52,0,942,1071,20888000,2785240,189499,0,0.103128872,0.062496179,0.05509028,
2016-12,21,0,4634,5133,69379000,9059960,884338,0,0.142066934,0.061498201,0.047770603,0.029826798
2016-12,16,0,5481,6074,73378000,10208440,1124022,0,0.17028209,0.088224582,0.058335676,0.035018851
2016-12,33,0,2291,2595,52021000,6299560,673317,10277,0.146620711,0.085130242,0.067060315,0.050200566
2016-12,27,0,3794,4351,71289000,8718860,1090901,2544,0.172378084,0.082344626,0.064266558,0.043861664
2016-12,59,0,868,957,19204000,2809870,236980,0,0.135142043,0.086934048,0.070805594,
2016-12,30,0,3256,3681,65536000,7717580,1103156,1072,0.189709447,0.094152696,0.072828464,0.048980966
2016-12,53,0,978,1072,20539000,2784220,199965,0,0.105998606,0.065303487,0.051034543,
2016-12,36,0,2143,2428,49475000,6571790,729192,38920,0.164501678,0.089284303,0.06982803,0.053480472
2016-12,15,0,5858,6585,74941000,10437720,1110153,0,0.16476813,0.088012582,0.059761595,0.038645877
2017-01,0,33122,33122,61948,122088000,17338880,1456741,358,0.132573724,0.106497975,0.091926791,0.069936266
2017-01,62,0,218,220,4131000,630210,0,0,,,,
2017-01,48,0,1210,1373,25169000,3347580,341448,6215,0.151868703,0.088832993,0.073553952,0.055016089
2017-01,2,0,17629,21887,95745000,13641470,1507396,0,0.174470995,0.135150316,0.114846875,0.090262416
2017-01,58,0,958,1059,21139000,2953980,264623,0,0.138390115,0.085805374,0.066110997,
2017-01,26,0,4422,5044,82231000,10055090,1318048,552,0.180319654,0.091503935,0.072023718,0.047152627
2017-01,32,0,2731,3082,61663000,7427910,773858,11065,0.142522415,0.086970329,0.073886661,0.054076494
2017-01,5,0,11944,13629,92865000,13379950,1395395,0,0.166323152,0.112364291,0.087608582,0.060546351
2017-01,9,0,8799,9966,93801000,13613390,1297910,0,0.153120689,0.092078412,0.07054268,0.050692998
2017-01,13,0,6844,7450,81272000,11568510,1060447,0,0.145070561,0.076946986,0.056843683,0.036880184
2017-01,8,0,9447,10638,95822000,13904260,1422225,0,0.164336322,0.106150714,0.080659156,0.057085007
2017-01,54,0,1052,1197,23768000,3166610,284659,0,0.135201754,0.083679911,0.068446327,
2017-01,14,0,6815,7702,86328000,12201680,1260043,0,0.162922847,0.087440868,0.065294206,0.043967528
2017-01,43,0,1188,1376,16418000,2327390,267664,42544,0.174174108,0.115358103,0.09684459,0.066675225
2017-01,10,0,8141,9104,89117000,12949510,1308662,0,0.162973117,0.095548876,0.073004436,0.050304183
2017-01,3,0,14965,17580,91230000,13081380,1403488,828,0.170870676,0.124649184,0.105102331,0.079964761
2017-01,52,0,1122,1268,23995000,3226570,265534,0,0.123863239,0.069909875,0.05847524,
2017-01,20,0,5398,5994,82784000,10781980,1039682,0,0.139949146,0.067495239,0.054200396,0.036285086
2017-01,30,0,3570,4060,73656000,8613130,1168569,4701,0.179058281,0.094325935,0.075328036,0.052480019
2017-01,49,0,1128,1228,22234000,2964300,327254,0,0.16519662,0.091417683,0.082878201,0.051296324
2017-01,19,0,5579,6286,85711000,12044960,1168477,0,0.151370895,0.072769503,0.056871741,0.040275729
2017-01,24,0,4790,5471,85451000,10545380,1079001,0,0.143023621,0.070723761,0.055273592,0.037829931
2017-01,55,0,1040,1156,22751000,3096010,259351,0,0.125156929,0.07252742,0.061578402,
2017-01,22,0,5148,5829,86048000,10773120,1143221,0,0.149066575,0.073479151,0.05484572,0.037285957
2017-01,34,0,2599,2941,58719000,7772060,833453,29035,0.157979013,0.086829755,0.071597592,0.052620641
2017-01,28,0,4014,4551,78547000,9363190,1242396,0,0.178609919,0.098164568,0.080638439,0.057477571
2017-01,7,0,10167,11589,98350000,14264500,1301197,1288,0.146191558,0.096267103,0.07455015,0.050919526
2017-01,41,0,465,541,3982000,505760,50198,6410,0.141266707,0.067206219,0.052554695,0.027674782
2017-01,29,0,3796,4240,75392000,8879200,1258507,553,0.18869494,0.099508809,0.076333114,0.056578479
2017-01,39,0,346,401,2147000,212020,23641,5293,0.162778512,0.130010942,0.103674421,0.075243604
2017-01,51,0,1065,1154,22408000,2998800,286258,0,0.14266269,0.081468154,0.060718969,
2017-01,17,0,5806,6372,82476000,11685020,1183171,0,0.15859003,0.079166134,0.059409566,0.039615922
2017-01,50,0,1184,1343,24186000,3245290,344417,476,0.157707699,0.089772512,0.07685997,
2017-01,1,0,19642,25708,90194000,12786180,1177575,110,0.145403131,0.116355824,0.101232281,0.080849815
2017-01,21,0,5398,6108,85723000,10865630,1085214,0,0.14182983,0.064281692,0.053405188,0.034271972
2017-01,60,0,969,1100,21009000,3062660,177202,0,0.115320128,0.066764574,0.092592644,
2017-01,61,0,857,912,17836000,2664330,28566,0,0.139472996,,,
2017-01,45,0,1199,1370,23334000,3083480,291611,26115,0.132773684,0.075059408,0.063360013,0.044164227
2017-01,42,0,513,589,4565000,592630,47080,7761,0.113803146,0.060560915,0.050066959,0.037369805
2017-01,4,0,13579,15937,95400000,13707520,1346795,0,0.157245772,0.113875188,0.095421928,0.070515874
2017-01,11,0,7764,8857,88722000,12908700,1372819,0,0.171634886,0.092851785,0.066657412,0.045719559
2017-01,15,0,6494,7250,85296000,12071080,1204184,0,0.156635376,0.081341973,0.055977578,0.036068835
2017-01,12,0,7336,8269,87507000,12670260,1149941,0,0.145242284,0.080381279,0.057248231,0.036969288
2017-01,6,0,10795,12353,95591000,13838250,1336245,0,0.154271719,0.096387509,0.075904578,0.050549581
2017-01,16,0,6216,6924,85938000,12170760,1298551,1380,0.167014178,0.084523873,0.062048586,0.039400355
2017-01,37,0,2041,2228,45624000,6080160,1346055,338628,0.327895236,0.291204109,0.264711991,0.167991802
2017-01,40,0,368,424,2497000,283820,24510,7234,0.117947574,0.079834951,0.058145195,0.040403828
2017-01,56,0,1011,1135,22605000,3030990,245150,0,0.125064683,0.07100239,0.059399746,
2017-01,59,0,997,1116,21297000,3254400,276007,0,0.144957738,0.092240577,0.08873234,
2017-01,47,0,1182,1338,24336000,3226620,339712,22245,0.156344137,0.08388324,0.069198768,0.048465645
2017-01,38,0,758,804,12531000,1619940,524714,134574,0.46938862,0.38189235,0.342566812,0.218355993
2017-01,27,0,4172,4723,79614000,9515130,1179899,1564,0.168926893,0.088430522,0.071683424,0.053289353
2017-01,35,0,2434,2768,56019000,7533410,966398,55655,0.19231096,0.111169862,0.092878622,0.069089404
2017-01,23,0,5007,5739,88824000,11040710,1307633,0,0.166099644,0.078033341,0.062059653,0.041866375
2017-01,44,0,1177,1362,22083000,2933190,278140,38077,0.143872976,0.083166795,0.070549013,0.054454745
2017-01,36,0,2290,2565,52092000,6993320,827358,94110,0.177266865,0.107609662,0.095788224,0.065870282
2017-01,25,0,4402,4869,76735000,9443390,1028568,0,0.150906817,0.076795639,0.058679157,0.038726862
2017-01,53,0,1052,1154,22420000,2992860,249470,0,0.124586998,0.067992813,0.055589652,
2017-01,33,0,2861,3229,63307000,8325340,991182,21616,0.177469213,0.108150511,0.090326479,0.065844163
2017-01,18,0,5664,6359,85503000,12103430,1195536,0,0.155186754,0.073408195,0.056681352,0.040341734
2017-01,31,0,3053,3436,66871000,7906230,930186,8518,0.157760306,0.089023804,0.071869389,0.051634916
2017-01,57,0,1009,1123,22468000,3023050,256603,0,0.126974632,0.074003871,0.062784053,
2017-01,46,0,1175,1315,23582000,3120940,344635,64865,0.160131762,0.093008375,0.071810356,0.046230737
2017-02,0,26737,26737,45455,110465000,15719030,1463917,184,0.14703155,0.120539446,0.104663205,0.081067817
2017-02,40,0,346,396,2898000,348680,40706,7136,0.15467629,0.116465484,0.088820114,0.058574198
2017-02,31,0,2083,2329,46948000,5583680,624244,9666,0.151867056,0.080773618,0.06610235,0.049461339
2017-02,24,0,3532,3920,62623000,7669350,787649,1000,0.141751127,0.077214365,0.064174987,0.040846539
2017-02,28,0,3002,3375,60649000,7155300,1018939,3680,0.190938617,0.109873826,0.088175436,0.062948419
2017-02,4,0,10603,12193,79842000,11490740,1224945,0,0.169897916,0.119586116,0.096441253,0.070679009
2017-02,52,0,813,884,18311000,2461370,225823,2736,0.137514789,0.076535729,0.062952512,
2017-02,3,0,12118,14402,81031000,11653850,1159764,200,0.159118111,0.113447234,0.097326532,0.072675141
2017-02,56,0,781,865,18392000,2458820,169413,0,0.105575896,0.067169046,0.05430493,
2017-02,37,0,613,650,9664000,1194510,391697,102117,0.459532175,0.397616684,0.350756568,0.216300185
2017-02,54,0,830,919,18944000,2582140,193640,0,0.110325703,0.070290215,0.062944652,
2017-02,19,0,4358,4823,67764000,8738770,775029,0,0.12782758,0.065511214,0.052257898,0.037359141
2017-02,49,0,914,1010,19869000,2668210,253771,0,0.141006229,0.090950451,0.078702975,
2017-02,5,0,9313,10682,78401000,11353870,1083277,0,0.152926518,0.098155691,0.078404466,0.055547237
2017-02,15,0,5153,5786,72678000,10531790,1001226,0,0.152070918,0.080905531,0.059553865,0.036313007
2017-02,46,0,913,1020,19337000,2577240,255399,26550,0.146161036,0.075664245,0.064089587,0.051526369
2017-02,7,0,8152,9117,80879000,11737970,1222898,0,0.166998355,0.109019388,0.081903952,0.057464179
2017-02,59,0,769,843,16180000,2398690,116349,0,0.105228898,0.064947394,0.007992359,
2017-02,29,0,2833,3207,58412000,6862990,949332,1770,0.183338764,0.107776399,0.086724809,0.061949262
2017-02,32,0,2234,2511,49454000,6400990,757969,12917,0.170448621,0.097438132,0.08171917,0.060464301
2017-02,55,0,794,871,18396000,2491210,203011,0,0.122869578,0.068846315,0.063164156,
2017-02,58,0,815,892,17736000,2711650,227608,0,0.143961759,0.094781363,0.07669752,
2017-02,6,0,8721,9955,82163000,11916450,1086946,0,0.145280037,0.091151983,0.070710013,0.04934718
2017-02,21,0,4187,4781,72169000,8910930,872238,0,0.135574623,0.065854914,0.052539969,0.036947185
2017-02,27,0,3193,3603,62720000,7442250,950902,0,0.171486433,0.09240039,0.07428107,0.051222466
2017-02,2,0,13765,16594,80977000,11582150,1246829,552,0.170847354,0.129225328,0.10894455,0.083098648
2017-02,25,0,3543,4046,66479000,8119080,1023094,0,0.173748487,0.095537742,0.072990677,0.04982541
2017-02,9,0,6880,7642,74254000,10782900,1065643,0,0.158918987,0.095313317,0.072302394,0.051472626
2017-02,38,0,285,345,1730000,168900,19845,3910,0.143939298,0.093382393,0.077621049,0.044795426
2017-02,10,0,6533,7484,74742000,10870660,1131086,0,0.166891815,0.0955056,0.068921317,0.044886408
2017-02,26,0,3321,3747,64330000,7651280,971148,1564,0.170830194,0.087489398,0.070357521,0.049296207
2017-02,50,0,846,934,18943000,2517960,205730,0,0.123073608,0.074728673,0.065480745,
2017-02,14,0,5400,6015,70897000,10279580,1010952,0,0.158368364,0.086394423,0.059228224,0.039859217
2017-02,43,0,946,1084,17708000,2331740,227835,33446,0.144106245,0.101652427,0.081950393,0.054909079
2017-02,34,0,1915,2145,44872000,5911320,720720,32309,0.178825445,0.092431179,0.07699699,0.058049669
2017-02,57,0,760,835,17588000,2486540,210919,0,0.132969019,0.071723011,0.061188177,
2017-02,33,0,2018,2290,47277000,6175110,676316,14011,0.161203027,0.093721852,0.074811794,0.061104084
2017-02,61,0,147,150,2962000,451500,0,0,,,,
2017-02,36,0,1621,1781,37143000,4796880,1007106,218611,0.305296639,0.269174209,0.246487099,0.163859042
2017-02,1,0,16706,23133,90763000,12924210,1290621,0,0.158331601,0.123415409,0.107221686,0.080916806
2017-02,18,0,4600,5142,70832000,10121550,972821,0,0.15135547,0.078756143,0.060862833,0.04104223
2017-02,8,0,7484,8435,79235000,11513050,1128386,0,0.157513269,0.092829363,0.071879519,0.049692789
2017-02,60,0,739,797,15559000,2306340,12261,0,0.085336318,,,
2017-02,35,0,1815,2042,41954000,5522910,668848,68562,0.178977474,0.124255675,0.115491039,0.085880335
2017-02,11,0,6196,6965,70270000,10190940,990835,0,0.155197628,0.087881793,0.065278786,0.042726042
2017-02,45,0,890,982,17876000,2359450,221167,33201,0.135569903,0.068587,0.050640485,0.038880231
2017-02,30,0,2376,2689,52493000,6130000,751857,2309,0.161564881,0.083886838,0.065825287,0.048885718
2017-02,13,0,5666,6355,70235000,10169140,956778,0,0.15085901,0.081374918,0.059981083,0.036650299
2017-02,39,0,312,365,2165000,239270,24945,3794,0.132845826,0.064123956,0.039024831,0.026878954
2017-02,42,0,949,1104,14245000,1988150,217109,31546,0.163479459,0.121422684,0.098263377,0.064232962
2017-02,17,0,4746,5296,71730000,10363960,1055559,0,0.161915049,0.083695732,0.064651325,0.044720917
2017-02,44,0,912,1043,18517000,2423600,243970,24985,0.14298172,0.08437273,0.073713793,0.053232895
2017-02,41,0,371,426,3320000,403950,30832,6175,0.098703272,0.051734029,0.030597249,0.016984208
2017-02,12,0,5693,6183,66160000,9591340,868314,0,0.144446186,0.078897762,0.056811124,0.038906822
2017-02,22,0,4093,4643,73163000,9075080,1132019,0,0.174815739,0.079853749,0.065490003,0.044286309
2017-02,53,0,817,925,19084000,2548690,246591,0,0.14223883,0.076995766,0.064361119,
2017-02,20,0,4418,5004,70896000,8964790,915463,0,0.143868828,0.064215824,0.051822862,0.034020921
2017-02,47,0,960,1063,20186000,2693350,294333,3648,0.161282816,0.080908244,0.068027728,0.045988629
2017-02,48,0,898,988,19070000,2538360,215498,2301,0.128621513,0.074833194,0.060233667,0.055157771
2017-02,23,0,3882,4436,70253000,8658970,947472,0,0.152899069,0.073017402,0.05905503,0.039445372
2017-02,51,0,857,980,19841000,2646350,199884,0,0.111651907,0.06218171,0.052279269,
2017-02,16,0,4802,5325,69705000,10083970,1003655,0,0.158020012,0.080296562,0.061635811,0.039859715
2017-03,0,27419,27419,49286,125982000,17929740,1804232,379,0.159772347,0.130379657,0.109698375,0.083792551
2017-03,48,0,959,1119,21632000,2808820,204705,0,0.105651204,0.07203048,0.064444032,
2017-03,50,0,912,1032,20587000,2698740,209786,0,0.111720729,0.067950979,0.058732458,
2017-03,38,0,330,374,2371000,271660,26296,1829,0.124542808,0.087573568,0.071454531,0.056652864
2017-03,49,0,932,1057,20544000,2681310,247437,0,0.130561091,0.077618994,0.067190304,
2017-03,59,0,716,769,14602000,2148090,7591,0,0.067403062,,,
2017-03,56,0,810,914,18868000,2601480,203876,1333,0.121579549,0.072149698,0.055169728,
2017-03,15,0,5244,5750,74205000,10736430,1073508,0,0.158836609,0.07633118,0.059297442,0.041145553
2017-03,40,0,420,542,4097000,483780,43946,9859,0.171632759,0.139092612,0.099709404,0.085684496
2017-03,31,0,2382,2720,53365000,6906640,826259,14062,0.173261056,0.099510279,0.083818905,0.063594985
2017-03,20,0,4429,5044,77458000,9663980,1002737,0,0.144905652,0.071435273,0.055053619,0.038115668
2017-03,26,0,3430,3897,68652000,8170200,1112753,0,0.181914199,0.096268012,0.077475879,0.052469987
2017-03,17,0,4940,5548,76730000,10913170,1003703,1496,0.144447716,0.068913968,0.054133221,0.039035787
2017-03,44,0,1014,1142,21056000,2728730,266187,38526,0.140789813,0.087421854,0.072251023,0.048535984
2017-03,14,0,5592,6303,77648000,11244480,1071247,0,0.152387545,0.080133343,0.060936339,0.042430376
2017-03,23,0,3811,4239,68695000,8377220,897227,1560,0.146303948,0.070776852,0.056015544,0.039581238
2017-03,27,0,3124,3516,63924000,7503620,1069598,1932,0.188575848,0.09962054,0.079001983,0.056630587
2017-03,4,0,10784,12527,83344000,12024960,1113712,0,0.147168756,0.09770314,0.080498569,0.059272311
2017-03,24,0,3793,4330,72092000,8777310,1117787,2020,0.174222776,0.089420723,0.070337397,0.048437529
2017-03,1,0,16055,20684,84707000,12077770,1144106,0,0.150619591,0.115113854,0.098201837,0.077160743
2017-03,46,0,1013,1163,22312000,2891310,272749,4236,0.135295404,0.066152304,0.057110207,0.035946002
2017-03,10,0,6873,7662,76079000,11033930,1026131,1472,0.149297343,0.083963046,0.063724527,0.043349903
2017-03,41,0,971,1196,14816000,2028760,232446,46545,0.180323876,0.127692709,0.108035522,0.076105845
2017-03,47,0,945,1050,20093000,2600620,242778,0,0.134738681,0.07461843,0.060037151,0.045554413
2017-03,9,0,7289,8232,81145000,11802510,1232954,0,0.16764847,0.093484811,0.070829201,0.048319068
2017-03,11,0,6329,6901,70030000,10140900,974449,0,0.15475391,0.089031523,0.066398194,0.04570616
2017-03,52,0,835,956,19562000,2571480,193322,0,0.108191072,0.069009391,0.055816099,
2017-03,54,0,808,932,19814000,2568260,200910,0,0.11444189,0.064859938,0.053169482,
2017-03,45,0,982,1127,21519000,2772220,253461,24902,0.130520233,0.070959284,0.062046274,0.045691855
2017-03,19,0,4736,5375,78279000,9900140,1005552,0,0.144431299,0.070570703,0.058580314,0.039312472
2017-03,43,0,954,1099,19486000,2528210,217027,21266,0.11928821,0.059901435,0.050508435,0.037794928
2017-03,28,0,3013,3394,63195000,7391230,1039946,7641,0.187134842,0.105802382,0.088379282,0.063953575
2017-03,8,0,7766,8736,83079000,12054330,1203697,0,0.160473601,0.094590193,0.071537665,0.052900044
2017-03,30,0,2263,2507,50114000,6001890,633206,9069,0.141826727,0.082779239,0.068925521,0.051452467
2017-03,51,0,863,989,20096000,2610450,230633,0,0.125217118,0.076858553,0.063567063,
2017-03,5,0,9914,11341,84662000,12237580,1112888,0,0.145152172,0.100063545,0.080109624,0.05611839
2017-03,12,0,6347,7102,75556000,10945800,1129164,0,0.165238746,0.091172807,0.068562557,0.046592515
2017-03,7,0,8447,9597,85888000,12452360,1151838,0,0.148076671,0.087956382,0.067789209,0.048544947
2017-03,36,0,618,666,9239000,1163200,387107,95644,0.467356132,0.401301122,0.36685878,0.228268908
2017-03,21,0,4340,4969,78829000,9790630,1175594,0,0.168809154,0.081234813,0.065736868,0.046743676
2017-03,13,0,5871,6499,74876000,10856920,1101533,0,0.163043204,0.091948561,0.068208422,0.047300223
2017-03,6,0,9136,10295,85490000,12383540,1203833,0,0.155147745,0.10411146,0.078062617,0.055778138
2017-03,60,0,162,166,3115000,487220,0,0,,,,
2017-03,3,0,12133,13998,80607000,11573130,1219862,276,0.167740229,0.118208834,0.096750441,0.069358903
2017-03,29,0,2565,2935,57693000,6807370,814061,5903,0.15958465,0.097950712,0.079265515,0.057655987
2017-03,34,0,1938,2218,46053000,6031940,690802,76227,0.16716907,0.108054303,0.09823121,0.065369398
2017-03,53,0,828,962,20238000,2638780,206638,0,0.112529963,0.056253888,0.048721164,
2017-03,55,0,807,919,18995000,2498550,198090,0,0.118246802,0.069400884,0.063531665,
2017-03,18,0,4767,5282,73969000,9636090,897538,0,0.135317784,0.065623302,0.050239118,0.032741278
2017-03,58,0,789,875,16942000,2512910,113106,0,0.097253549,0.072712792,0.034052175,
2017-03,42,0,990,1155,19118000,2479050,238592,32870,0.136700127,0.085291467,0.074397474,0.054728311
2017-03,16,0,5067,5710,77008000,11127900,1076137,0,0.153953639,0.076927318,0.062159249,0.04433019
2017-03,35,0,1692,1838,38557000,4983700,1159583,273516,0.336345685,0.29861189,0.270101355,0.172363208
2017-03,39,0,373,446,3021000,355750,33228,3401,0.127407353,0.079283209,0.060772826,0.052359869
2017-03,33,0,2040,2308,47146000,6230910,774427,56815,0.182957781,0.097331669,0.081633017,0.057841718
2017-03,37,0,282,335,1699000,178380,14196,5292,0.093239429,0.059614311,0.045946343,0.018646356
2017-03,2,0,14207,17385,85912000,12297080,1221177,276,0.157546257,0.120065122,0.100514822,0.072950951
2017-03,25,0,3614,4073,69600000,8325320,1111920,0,0.180537353,0.092737474,0.07547341,0.052362329
2017-03,22,0,4097,4661,74339000,9159150,1020970,1748,0.153428489,0.07248916,0.059094252,0.04317813
2017-03,57,0,817,922,18069000,2722280,201202,0,0.125456356,0.082212469,0.047245053,
2017-03,32,0,2133,2405,48819000,6404800,652712,39610,0.150054868,0.091570408,0.075605686,0.058324471
2017-04,0,24173,24173,42471,108434000,15501700,1491778,276,0.153254191,0.12303328,0.102937449,0.078647411
2017-04,19,0,4252,4845,73437000,9163080,958787,0,0.147559179,0.074106294,0.056041677,0.040723709
2017-04,1,0,14937,19640,79098000,11318260,1047466,552,0.147207603,0.111985353,0.096540061,0.070754688
2017-04,42,0,911,1036,17991000,2309920,237182,23960,0.1395022,0.082650237,0.070988303,0.052433667
2017-04,5,0,8874,10031,74125000,10731590,1011836,0,0.150451648,0.103140116,0.079771465,0.059746386
2017-04,30,0,2181,2474,48510000,6308180,731628,19706,0.169482578,0.103535988,0.083603426,0.061771609
2017-04,33,0,1799,2022,40993000,5460840,577677,55862,0.157512807,0.094136747,0.083158895,0.059748147
2017-04,40,0,882,1020,12840000,1789310,217881,35906,0.189310047,0.124473704,0.097223468,0.067498889
2017-04,12,0,5652,6240,68515000,9928250,1000118,1196,0.161355326,0.085569841,0.062671602,0.043055231
2017-04,15,0,4826,5404,71631000,10376870,1015581,0,0.157096045,0.080625951,0.06293224,0.045523149
2017-04,36,0,277,325,1612000,160720,19997,3700,0.144317231,0.082160765,0.066733902,0.046805491
2017-04,3,0,10842,12674,71954000,10385900,1015783,0,0.156168739,0.108089856,0.089697423,0.064894919
2017-04,53,0,755,840,16976000,2239530,207534,0,0.138053614,0.085785023,0.070263955,
2017-04,54,0,765,852,16871000,2241370,191118,0,0.127268936,0.081216773,0.071847378,
2017-04,27,0,2772,3159,57363000,6742980,873134,4238,0.171712701,0.088772001,0.073074434,0.053518074
2017-04,39,0,394,437,3239000,403690,27938,4603,0.104478108,0.052889315,0.036056773,0.027446802
2017-04,8,0,7107,8076,76125000,11085350,1120216,0,0.163212153,0.09091015,0.06567182,0.045099202
2017-04,18,0,4453,5052,71913000,9084060,917876,0,0.142612729,0.069754844,0.055339955,0.037717457
2017-04,59,0,149,154,2621000,441000,0,0,,,,
2017-04,57,0,756,852,15810000,2364000,114939,0,0.104921458,0.069176177,0.098346527,
2017-04,10,0,6043,6576,64884000,9407080,897488,0,0.153058644,0.085594076,0.065286561,0.042279991
2017-04,48,0,811,892,17248000,2285150,166356,1680,0.108895296,0.058819038,0.04572668,
2017-04,22,0,3577,3934,63488000,7806230,845158,0,0.15003296,0.076847131,0.062977094,0.042391114
2017-04,44,0,917,1028,19362000,2534330,294561,24868,0.167227476,0.094578942,0.077691833,0.05270713
2017-04,43,0,900,1018,18243000,2327420,245009,31378,0.149643177,0.095954064,0.081697668,0.056976534
2017-04,49,0,814,920,17956000,2376430,174097,1523,0.106335871,0.06294235,0.053081929,
2017-04,34,0,1626,1771,36178000,4730850,1143345,283554,0.352281799,0.307356251,0.276294495,0.173891613
