First Loan Local Disbursement Month,Months Since First Loan Disbursed,Count First Loans,Count Borrowers,Count Loans,Total Amount,Total Interest Assessed,Total Rollover Charged,Total Rollover Reversed,Default Rate Amount 7D,Default Rate Amount 30D,Default Rate Amount 51D,Default Rate Amount 365D
2015-07,31,0,436,479,5350000,763910,95119,0,0.19650551,0.072101934,0.038550955,0.015379767
2015-07,20,0,601,699,6125000,877490,101398,0,0.182417112,0.111690387,0.07876743,0.044321926
2015-07,28,0,479,550,5875000,829050,105142,0,0.197448557,0.088005009,0.061963446,0.033505297
2015-07,57,0,26,33,202000,22320,4108,900,0.228918509,0.172794053,0.172794053,0.163119232
2015-07,54,0,209,228,4484000,623520,87785,7482,0.221726983,0.124923946,0.104846202,0.064030889
2015-07,5,0,1006,1304,7843000,1133030,165100,0,0.238158157,0.166129987,0.147896174,0.1154834
2015-07,3,0,1263,1859,8926000,1165570,77114,0,0.192531786,0.12561456,0.100722835,0.081311094
2015-07,61,0,125,146,1947000,280130,25938,8427,0.144074212,0.097006393,0.065880834,0.047406914
2015-07,78,0,77,83,1795000,277440,16060,0,0.122938623,0.034322364,,
2015-07,55,0,182,197,3964000,539370,123562,32505,0.343483214,0.270497167,0.252479613,0.144783637
2015-07,8,0,822,1023,6551000,892255,109590,0,0.186786891,0.104337414,0.076609272,0.04894067
2015-07,79,0,83,86,1901000,288210,2762,0,0.013705982,,,
2015-07,50,0,225,242,4951000,632750,83846,1066,0.187829141,0.086134493,0.08259448,0.064638868
2015-07,53,0,203,235,4515000,620610,81851,6437,0.200086455,0.127674169,0.109118017,0.080355177
2015-07,9,0,845,991,6501000,889995,112540,0,0.19405145,0.10213124,0.079432972,0.047860956
2015-07,72,0,104,115,2473000,342820,40046,0,0.177774147,0.106876863,0.078689266,
2015-07,26,0,533,590,6014000,866000,95555,0,0.184892733,0.095814742,0.069066332,0.042960453
2015-07,30,0,442,492,5232000,734250,71771,0,0.150902828,0.059434706,0.030931658,0.016756649
2015-07,80,0,13,13,303000,49380,0,0,,,,
2015-07,32,0,441,504,5552000,761510,71166,0,0.141759338,0.059368557,0.038453008,0.021570711
2015-07,37,0,386,439,5676000,793190,57481,0,0.111763296,0.036179241,0.025154018,0.008205868
2015-07,17,0,622,709,6083000,918030,104687,0,0.183596557,0.098655773,0.076916657,0.049092442
2015-07,58,0,28,32,201000,21960,2922,2042,0.152033839,0.10907465,0.069230837,0.000309896
2015-07,18,0,623,699,5696000,812200,91640,0,0.178181293,0.099369379,0.064304741,0.030298007
2015-07,41,0,389,446,6067000,798200,95613,0,0.175337054,0.06197006,0.036447467,0.021559263
2015-07,60,0,42,52,385000,51480,5747,538,0.169140519,0.104760677,0.070271603,0.029568525
2015-07,75,0,108,121,2732000,392000,37720,0,0.152868953,0.084047058,0.0762799,
2015-07,74,0,98,111,2438000,335440,19358,0,0.087247966,0.034245226,0.027111162,
2015-07,10,0,848,1017,7184500,978995,117820,0,0.18923833,0.108163877,0.094867662,0.06529179
2015-07,52,0,217,240,4802000,668960,90719,7190,0.207655512,0.122520555,0.108581599,0.066700182
2015-07,1,0,1814,2715,13228000,1423460,190785,0,0.311155638,0.233914186,0.212108252,0.182058905
2015-07,34,0,428,475,5660000,781060,88174,0,0.171601569,0.083344233,0.060247649,0.033715747
2015-07,12,0,829,968,7256500,1018695,123416,0,0.1911648,0.114025045,0.086695526,0.054679637
2015-07,51,0,258,297,5548000,768400,113775,1809,0.225711323,0.145956681,0.119962054,0.07508256
2015-07,45,0,331,375,5968000,739620,85644,0,0.163797054,0.061404468,0.044119914,0.023898262
2015-07,56,0,49,54,707000,89670,27584,6620,0.43315802,0.357697991,0.285062614,0.184765861
2015-07,64,0,120,130,2307000,320340,36950,547,0.176846432,0.073864707,0.051621257,0.026198176
2015-07,69,0,111,124,2418000,347910,37923,1904,0.168747215,0.099912156,0.090668025,
2015-07,36,0,398,439,5542000,763020,78743,0,0.160558254,0.052408587,0.037132018,0.023801949
2015-07,63,0,130,142,2407000,338900,32047,64,0.135502385,0.059186874,0.054071226,0.035396284
2015-07,48,0,316,353,6382000,808080,121592,0,0.213029619,0.111470263,0.067829356,0.038599516
2015-07,67,0,109,120,2247000,308710,40674,0,0.198938064,0.105957362,0.093470765,0.045233085
2015-07,76,0,98,107,2312000,349250,20859,0,0.098009206,0.071851666,0.042802016,
2015-07,25,0,556,637,6236000,891240,96422,0,0.174872601,0.087936147,0.053349672,0.033982349
2015-07,4,0,1142,1537,8136000,1141780,139038,0,0.199450359,0.110032913,0.087847757,0.058591439
2015-07,39,0,410,469,5948000,793740,87678,0,0.163993651,0.054237272,0.035250588,0.023587954
2015-07,6,0,975,1273,7590500,1100790,135410,0,0.201238859,0.119804637,0.101189621,0.069057612
2015-07,38,0,405,454,5613000,746840,64048,0,0.132631639,0.038454905,0.021310303,0.014548822
2015-07,33,0,421,461,5322000,741850,68951,0,0.144631216,0.053576009,0.03071859,0.019839711
2015-07,27,0,516,581,6023000,868370,89243,0,0.166239514,0.082313688,0.048470242,0.025754758
2015-07,59,0,32,38,313000,37320,4938,1733,0.17689541,0.066551633,0.052477354,0.000703714
2015-07,71,0,110,119,2464000,337660,26070,0,0.117557637,0.075137655,0.047585165,
2015-07,47,0,313,350,6003000,736270,95782,4508,0.18012945,0.105692393,0.082647213,0.051332455
2015-07,66,0,111,122,2277000,314290,30792,0,0.156236519,0.089783615,0.070013447,0.048600196
2015-07,29,0,468,516,5580000,810840,88843,0,0.176364453,0.081850918,0.052470622,0.032661937
2015-08,0,4975,4975,9503,33818000,3604150,884353,0,0.383721336,0.34481032,0.333319516,0.30685165
2015-08,7,0,1010,1279,8010200,1093410,145510,0,0.201893095,0.108346524,0.082126587,0.053260859
2015-08,40,0,446,496,7136000,943900,108691,0,0.170613869,0.078073871,0.050549722,0.026558049
2015-08,21,0,665,756,6823000,984330,117177,0,0.190910593,0.098209643,0.070727807,0.04344775
2015-08,20,0,684,758,6608500,940585,94661,0,0.162427367,0.093598217,0.06226659,0.035915636
2015-08,3,0,1397,1909,9075000,1219240,159310,0,0.211902967,0.138861929,0.1176577,0.076086078
2015-08,13,0,910,1020,7711500,1083345,162381,0,0.235093122,0.130076616,0.104820044,0.063960737
2015-08,49,0,276,311,6191000,777730,95298,0,0.171296779,0.105172573,0.083731973,0.061729937
2015-08,15,0,867,976,7619500,1082825,144374,0,0.210190298,0.121733881,0.08282013,0.035503883
2015-08,75,0,121,132,2772000,420400,35753,0,0.14211565,0.08684037,0.059158687,
2015-08,69,0,137,152,3053000,429260,33759,0,0.122010062,0.079828351,0.072097733,
2015-08,18,0,680,755,6240000,884740,101115,0,0.181987816,0.107184705,0.078315441,0.046592064
2015-08,35,0,475,517,6324000,870640,92903,0,0.163466692,0.059365276,0.038621796,0.018910626
2015-08,53,0,272,297,5683000,830660,114000,10022,0.219000224,0.116780583,0.110828558,0.077511218
2015-08,17,0,768,883,7083000,1017550,112829,0,0.176732938,0.092263976,0.071687061,0.036695738
2015-08,60,0,154,172,2249000,354710,40166,9471,0.189104241,0.137777684,0.108175258,0.068032784
2015-08,72,0,141,156,3244000,474530,49314,0,0.162557212,0.071581785,0.070705953,
2015-08,10,0,1024,1186,8495000,1179270,167720,0,0.219723894,0.131026928,0.101473442,0.065886387
2015-08,50,0,347,386,6910000,985800,158945,2486,0.252622154,0.121043435,0.100086222,0.066844078
2015-08,14,0,860,981,7596500,1063835,133415,0,0.196675764,0.107228543,0.082478579,0.037348117
2015-08,11,0,980,1140,8420000,1171700,171950,780,0.227602823,0.123618524,0.095217158,0.049275527
2015-08,37,0,482,529,6496000,868530,93413,0,0.160674111,0.058701977,0.041878572,0.018188125
2015-08,16,0,782,884,7285500,1108595,133174,0,0.196359584,0.101770919,0.069700627,0.038819718
2015-08,63,0,152,166,2971000,424010,46726,3500,0.196819842,0.133627737,0.126414718,0.103085446
2015-08,1,0,1979,2877,11298000,1240500,100364,0,0.258401164,0.157551142,0.144343901,0.111934362
2015-08,65,0,155,173,3155000,467910,44830,0,0.124389234,0.025658035,0.020581884,0.005692614
2015-08,64,0,154,171,2998000,437320,38774,2152,0.141180443,0.082172503,0.061470415,0.042074279
2015-08,55,0,72,74,1135000,162910,56300,22032,0.562496629,0.497767702,0.469234461,0.248731021
2015-08,38,0,490,567,7109000,953460,96501,0,0.151613279,0.060461988,0.041312613,0.015515701
2015-08,36,0,482,537,6514000,897520,85307,0,0.143986288,0.041597332,0.030422471,0.015791748
2015-08,77,0,108,114,2454000,383880,22989,0,0.139510023,0.002487794,,
2015-08,62,0,147,168,2931000,419950,41335,6234,0.154194184,0.067672675,0.039084275,0.030250996
2015-08,28,0,585,667,6779000,961360,106970,0,0.176167646,0.090626493,0.047968672,0.020590443
2015-08,6,0,1041,1302,7710000,1069140,131860,0,0.189771616,0.122509502,0.090846744,0.055540289
2015-08,56,0,24,26,170000,17150,2400,0,0.300561047,0.277794777,0.277794777,0.256692166
2015-08,44,0,399,445,6964000,864550,108834,0,0.174041298,0.074750699,0.064016306,0.050140953
2015-08,43,0,437,494,6793000,864590,117890,0,0.192826725,0.064955733,0.038536785,0.018744438
2015-08,51,0,297,330,6191000,906990,144144,6251,0.254383142,0.121058793,0.098872238,0.073548211
2015-08,48,0,303,338,6559000,801610,102090,0,0.173660607,0.087733394,0.050779343,0.026032133
2015-08,22,0,577,639,6303000,913770,94132,0,0.165940303,0.090138536,0.068138788,0.035452671
2015-08,79,0,19,19,348000,53940,0,0,,,,
2015-08,52,0,280,314,5886000,856700,120838,2573,0.224341139,0.109662976,0.070340544,0.056186037
2015-08,32,0,542,580,6487000,897200,112799,0,0.197637253,0.092193823,0.059185285,0.034185884
2015-08,30,0,528,575,5902000,821500,90628,0,0.171227747,0.08275064,0.052749736,0.029198917
2015-08,25,0,641,716,6950000,991280,113717,0,0.18135011,0.085658257,0.05276439,0.026972946
2015-08,45,0,400,468,7406000,933430,114617,0,0.177168943,0.065412104,0.053128993,0.038722874
2015-08,54,0,247,269,5329000,758950,172647,45190,0.358723873,0.302802432,0.26314024,0.141806285
2015-08,4,0,1232,1658,8883000,1220410,170430,0,0.217811709,0.145645834,0.117068691,0.089328333
2015-08,70,0,135,153,3043000,442300,29884,0,0.107644801,0.04723821,0.045815809,
2015-08,8,0,942,1100,7153500,976890,131460,0,0.204980573,0.109289637,0.08235649,0.054693389
2015-08,39,0,466,522,6986000,931720,77145,0,0.124168321,0.051807004,0.036115557,0.02382917
2015-08,76,0,113,121,2556000,395530,22250,0,0.094225707,0.023623176,0.012922343,
2015-08,33,0,530,582,6543000,909210,102342,0,0.172404428,0.084377207,0.058548674,0.03348233
2015-08,73,0,127,140,2911000,418000,35913,0,0.134845299,0.085907422,0.081887407,
2015-08,41,0,452,510,6854000,896210,93885,0,0.153571686,0.060299168,0.048005391,0.031197744
2015-08,57,0,29,31,220000,28550,6149,0,0.309305975,0.23392318,0.23392318,0.18821825
2015-08,24,0,644,708,6782000,977750,103388,0,0.168892941,0.07756191,0.053785906,0.033138297
2015-08,46,0,383,423,7074000,874630,101105,0,0.159202026,0.0517422,0.042551463,0.032927544
2015-08,61,0,152,169,2649000,384630,28937,3572,0.120783618,0.061503946,0.050288844,0.035566151
2015-08,78,0,97,106,2324000,353130,477,0,0.017852864,,,
2015-08,68,0,134,147,2957000,425780,35192,0,0.133582438,0.072613234,0.055763184,
2015-08,58,0,36,43,363000,48040,1808,0,0.055006812,0.043255629,2.42E-05,2.42E-05
2015-08,67,0,156,179,3362000,482110,46322,0,0.156017908,0.080382847,0.075773847,
2015-08,19,0,710,818,7121500,1043065,122647,0,0.19147548,0.118024856,0.087728539,0.051881984
2015-08,5,0,1174,1525,8451500,1173680,126310,0,0.166711473,0.105749006,0.089051973,0.062371129
2015-08,12,0,979,1131,8352500,1161335,174073,0,0.243246808,0.127547351,0.097283851,0.056272314
2015-08,47,0,379,423,7353000,907550,113647,0,0.173303109,0.069947483,0.051687583,0.035497135
2015-08,59,0,43,50,443000,60050,8778,2860,0.224124838,0.209363302,0.154208054,0.08506764
2015-08,23,0,543,617,6363000,913550,98746,0,0.172249881,0.085300305,0.05370998,0.035355191
2015-08,26,0,604,688,6851000,984590,107528,0,0.173658908,0.078356383,0.053073617,0.023833588
2015-08,31,0,532,590,6335000,878310,91733,0,0.164148082,0.065028502,0.039214417,0.014148445
2015-08,2,0,1626,2439,10293000,1282760,79918,0,0.185919715,0.11093218,0.100211409,0.075939523
2015-08,9,0,999,1197,8228000,1121380,117420,0,0.161743744,0.075721819,0.058479906,0.034730507
2015-08,74,0,123,137,3060000,444760,45925,0,0.168420568,0.093372577,0.074493524,
2015-08,29,0,544,610,6342000,903740,89993,0,0.157504409,0.059768669,0.030003546,0.014620489
2015-08,71,0,136,145,2922000,421770,36454,0,0.137354902,0.076854966,0.076263289,
2015-08,27,0,579,640,6421000,920030,94554,0,0.165151893,0.069502005,0.045971238,0.022325348
2015-08,34,0,481,525,6219000,857110,94503,0,0.168234383,0.076944607,0.052135013,0.026083265
2015-08,66,0,150,170,3029000,434620,34348,0,0.126264717,0.069073245,0.043809149,0.010765586
2015-08,42,0,430,475,6604000,863250,97554,2352,0.165892531,0.083210087,0.066765378,0.038262855
2015-09,0,2290,2290,5098,14588500,1627885,92539,0,0.157340431,0.111900279,0.100937786,0.083393309
2015-09,64,0,90,101,1902000,255520,24437,0,0.162802662,0.062087841,0.05979632,0.044918168
2015-09,33,0,351,391,5042000,707840,71909,0,0.157542123,0.063124501,0.047003916,0.027757001
2015-09,62,0,99,116,2036000,288490,31779,3466,0.169187558,0.091148083,0.074306723,0.053162667
2015-09,49,0,241,277,5444000,735640,81350,0,0.165089552,0.089972832,0.07883306,0.061902511
2015-09,10,0,719,861,6854500,949735,109200,0,0.177175854,0.085516972,0.062447344,0.024121383
2015-09,22,0,398,450,4861000,691920,70586,0,0.159663024,0.07975825,0.046975855,0.025447826
2015-09,13,0,633,733,5982500,836895,110533,0,0.206835797,0.094924796,0.063156645,0.028449646
2015-09,46,0,247,281,5375000,638790,75944,0,0.158226842,0.088902569,0.070387803,0.045127587
2015-09,2,0,1080,1546,7399000,992890,109235,0,0.176909373,0.117959167,0.099732355,0.065881535
2015-09,58,0,32,35,335000,44130,4803,3312,0.162002479,0.105002696,0.105002696,0.050441093
2015-09,44,0,282,320,5822000,707640,93211,0,0.180375181,0.088782459,0.070966567,0.039891732
2015-09,32,0,363,412,5078000,696130,58042,0,0.125948325,0.046927114,0.034253619,0.007695075
2015-09,78,0,11,12,187000,28730,0,0,,,,
2015-09,35,0,348,391,5150000,710900,63025,0,0.138089833,0.05778483,0.041005246,0.028242255
2015-09,14,0,609,696,5957500,845135,118445,0,0.222590511,0.116133008,0.083684772,0.046254342
2015-09,18,0,528,609,5495000,791100,85134,0,0.173627209,0.105022512,0.068875511,0.047398824
2015-09,41,0,296,332,4984000,646620,62371,0,0.138915253,0.071752968,0.060350701,0.038401431
2015-09,21,0,413,469,4938000,695900,67186,0,0.151749232,0.068060366,0.041776076,0.027259192
2015-09,68,0,77,92,1899000,253850,9551,0,0.055452075,0.037179506,0.022893071,
2015-09,30,0,416,473,5318000,732500,87877,0,0.183442195,0.085243542,0.058778078,0.028408486
2015-09,1,0,1341,2220,9147000,1150690,61221,0,0.150385766,0.102101885,0.089631574,0.067352468
2015-09,29,0,390,436,4870000,664180,65638,0,0.152322295,0.061950228,0.037380858,0.026311034
2015-09,6,0,795,995,6405000,876305,111490,0,0.191917795,0.105223096,0.082029999,0.053836359
2015-09,7,0,737,868,5871000,801130,85990,0,0.164293154,0.094604894,0.068353437,0.040797982
2015-09,69,0,89,95,1987000,280570,24440,0,0.121985284,0.075508833,0.060800346,
2015-09,55,0,21,22,108000,11360,1380,0,0.144520777,0.154298493,0.154298493,0.104604936
2015-09,50,0,194,215,4487000,615480,75663,2856,0.187927243,0.111441882,0.08181292,0.063930834
2015-09,56,0,26,28,214000,29290,4525,952,0.234534917,0.100510461,0.100510461,0.100510461
2015-09,43,0,291,324,5365000,663900,75189,0,0.15777588,0.078234606,0.053741189,0.035872675
2015-09,61,0,87,100,1722000,251260,15456,1776,0.086677883,0.036803143,0.036803143,0.029149391
2015-09,75,0,77,82,1758000,262560,24379,0,0.151954683,0.053517428,0.040025842,
2015-09,60,0,101,111,1820000,251240,33921,3471,0.204983971,0.098166839,0.094770899,0.049004803
2015-09,37,0,356,397,5420000,729970,75157,0,0.153333106,0.041903563,0.034211993,0.023063144
2015-09,53,0,177,194,3920000,534430,134892,31334,0.380365165,0.314393717,0.295742596,0.192639348
2015-09,38,0,345,385,5273000,685380,73009,0,0.153727859,0.047895435,0.03064634,0.012950251
2015-09,51,0,186,216,4245000,575920,72962,2397,0.194015458,0.100828953,0.07239631,0.044202128
2015-09,34,0,360,417,5551000,759600,98606,0,0.198041549,0.059191887,0.043757214,0.032537104
2015-09,31,0,380,424,5071000,700970,84478,0,0.185686343,0.096078715,0.058931455,0.030507229
2015-09,27,0,431,490,5245000,749770,92177,0,0.195295566,0.09197008,0.056703467,0.030839927
2015-09,16,0,562,644,5671500,798375,95078,0,0.186925868,0.094087498,0.073687352,0.036532935
2015-09,17,0,503,544,5004000,716220,73907,0,0.16479529,0.078552645,0.061096022,0.025503044
2015-09,76,0,78,83,1896000,300440,17481,0,0.146910324,0.103120007,0.381790933,
2015-09,67,0,87,108,2184000,305410,25793,0,0.124984791,0.090909561,0.082560334,
2015-09,8,0,748,891,6533000,906010,103990,0,0.186201963,0.12246866,0.096985558,0.071195192
2015-09,45,0,268,303,5470000,651260,95057,0,0.194701254,0.083667709,0.057867544,0.036442479
2015-09,65,0,90,98,1994000,271240,25367,0,0.13997987,0.079697652,0.045970348,0.003645917
2015-09,42,0,306,344,5365000,683420,71279,0,0.15360309,0.066323033,0.053007836,0.025217907
2015-09,63,0,89,107,2017000,270660,38469,0,0.211191736,0.091844863,0.081407781,0.056713106
2015-09,47,0,204,235,4943000,589250,72964,0,0.164993267,0.076059897,0.054934209,0.049665187
2015-09,72,0,85,96,2082000,284770,18710,0,0.098839346,0.051922883,0.038442997,
2015-09,24,0,473,539,5457000,772980,77998,0,0.161843858,0.080148504,0.059984198,0.038290241
2015-09,66,0,81,88,1780000,235880,23920,0,0.159543227,0.062879694,0.060214237,
2015-09,52,0,193,211,4281000,584420,69416,16371,0.178703175,0.1111887,0.096352949,0.062373907
2015-09,39,0,338,382,5684000,726260,91054,0,0.181253802,0.071316814,0.046830225,0.029781057
2015-09,77,0,61,63,1448000,208280,0,0,,,,
2015-09,20,0,473,550,5339000,778360,82421,0,0.167774334,0.089121858,0.066796553,0.029440395
2015-09,71,0,84,91,1996000,283340,17588,0,0.097550502,0.060638818,0.060638818,
2015-09,48,0,186,203,4535000,565510,47096,2190,0.118209356,0.075487324,0.056855362,0.023106081
2015-09,59,0,108,131,1605000,236330,28513,5723,0.190567687,0.132746439,0.097968118,0.065787342
2015-09,4,0,911,1238,7126500,970475,105560,0,0.165349652,0.097046706,0.076460997,0.050126066
2015-09,73,0,80,93,2167000,293900,25157,0,0.127782519,0.027928965,0.017437653,
2015-09,40,0,314,362,5372000,690440,71442,0,0.148400887,0.046350824,0.02735848,0.014901219
2015-09,5,0,800,1009,6324500,873380,97800,0,0.169491518,0.096611886,0.079319746,0.049004907
2015-09,11,0,688,806,6513000,910770,130348,0,0.229069597,0.10986736,0.088439312,0.046282835
2015-09,15,0,561,652,5742000,849820,89796,0,0.168107594,0.068468766,0.056547248,0.026825097
2015-09,23,0,463,526,5303000,751130,76960,0,0.160628034,0.077229661,0.058511945,0.030390029
2015-09,25,0,457,517,5301000,754570,91397,0,0.196889145,0.08862208,0.065701508,0.038984592
2015-09,12,0,644,729,6034000,843980,107628,0,0.201823064,0.102513482,0.076014285,0.050019698
2015-09,70,0,86,96,2095000,290960,24233,0,0.128558445,0.059832553,0.056995307,
2015-09,36,0,349,386,5119000,684780,56495,0,0.122317352,0.033597399,0.021785155,0.015050318
2015-09,28,0,416,475,5283000,739660,64498,0,0.139761003,0.06042015,0.036903593,0.01734274
2015-09,26,0,422,465,4908000,699810,55667,0,0.126903016,0.060697165,0.038594489,0.013563752
2015-09,3,0,963,1321,7073000,974470,104070,0,0.167489285,0.116944774,0.087991226,0.060999013
2015-09,19,0,523,585,5378500,766055,100468,0,0.206622774,0.102574802,0.069095022,0.035153594
2015-09,74,0,81,91,2003000,325640,17164,638,0.09687268,0.077684964,0.050084625,
2015-09,9,0,730,846,6372000,889820,91140,0,0.161229829,0.079422029,0.063419222,0.03578994
2015-09,57,0,26,29,183000,22690,4944,1110,0.309295542,0.166188744,0.162200784,0.057312685
2015-09,54,0,55,65,864000,99110,27522,3624,0.35734236,0.329447262,0.290203628,0.198686293
2015-10,0,4336,4336,8881,27465500,3404575,332355,174,0.204687096,0.169288125,0.16132284,0.1379249
2015-10,54,0,46,62,323000,27180,3876,428,0.242930731,0.157274555,0.144491267,0.093753531
2015-10,74,0,148,162,3447000,539970,40096,0,0.128136177,0.093503796,0.048440938,
2015-10,7,0,1282,1547,10440000,1434490,135110,0,0.151534107,0.079500691,0.066012516,0.036944708
